"menu_name";"menu_descr";"menu_calories";"meal";"meal_starts_at";"item_name";"quantity";"serving_name";"calories";"protein";"fat";"carbohydrate";"sugars";"cholesterol";"fiber";"calcium";"sodium";"saturated_fat"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Turkey Breast Deli Meat, Oven Roasted, Thin Sliced, 98% fat-free";"4.0000";"oz";"119";"18";"2";"4";"0";"40";"0";"0";"1253";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Fresh Avocado";".5000";"fruit without skin and seeds (6.1 oz)";"144";"2";"13";"7";"0";"0";"6";"11";"7";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Plums, average all varieties";"2.0000";"fruit, 2-1/8" dia (2.3 oz)";"61";"1";"0";"15";"13";"0";"2";"8";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Swiss Cheese, Low-Fat";"2.0000";"slice (1.0 oz)";"100";"16";"3";"2";"1";"20";"0";"538";"146";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Pita Bread, 100% Whole Wheat (Thomas')";"2.0000";"loaf (2.0 oz)";"280";"12";"3";"54";"4";"0";"8";"200";"620";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Cucumber";"1.0000";"serving, 1/2 cup, slices (1.8 oz)";"8";"0";"0";"2";"1";"0";"0";"8";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Lunch";"13:00:00";"Romaine Lettuce";"2.0000";"cup, shredded (1.7 oz)";"16";"1";"0";"3";"1";"0";"2";"31";"8";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Afternoon Snack";"17:00:00";"Apple";"1.0000";"large, 3-1/4" dia, approx 2 per lb (7.5 oz)";"110";"1";"0";"29";"22";"0";"5";"13";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Afternoon Snack";"17:00:00";"7 Grain Crackers (Kashi)";"1.0000";"serving, 15 crackers (1.1 oz)";"130";"3";"3";"22";"3";"0";"2";"20";"160";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Afternoon Snack";"17:00:00";"Light String Cheese";"1.0000";"single (1.0 oz)";"60";"7";"3";"1";"0";"10";"0";"200";"210";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"Fruit cocktail, in water";"1.0000";"cup (8.4 oz)";"76";"1";"0";"20";"18";"0";"2";"12";"9";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"Broccoli & Carrots w. Garlic & Herbs (Green Giant)";"1.0000";"serving, 1 1/2 cups (4.6 oz)";"60";"2";"3";"8";"3";"0";"3";"40";"260";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"Chicken Breast, meat only, grilled/roasted/baked";"5.0000";"oz";"234";"44";"5";"0";"0";"120";"0";"21";"105";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"Brown rice, medium-grain, cooked";"1.5000";"cup (6.9 oz)";"328";"7";"2";"69";"0";"0";"5";"29";"3";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"Whipped Butter";"1.0000";"tablespoon (0.3 oz)";"67";"0";"8";"0";"0";"21";"0";"2";"78";"5"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"2750";"Dinner";"19:00:00";"100% Whole Wheat Dinner Rolls";"1.0000";"roll (1.1 oz)";"70";"3";"1";"13";"3";"0";"2";"0";"150";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Whipped Butter";"1.0000";"tablespoon (0.3 oz)";"67";"0";"8";"0";"0";"21";"0";"2";"78";"5"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Whole Wheat Waffles, Low-Fat, frozen (Eggo)";"1.5000";"serving, 2 waffles (2.5 oz)";"210";"8";"4";"42";"5";"0";"3";"150";"645";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Egg (hard-boiled/scrambled/poached)";"2.0000";"large (1.8 oz)";"155";"13";"11";"1";"1";"424";"0";"50";"124";"3"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Strawberries, fresh";"1.0000";"cup, halves (5.4 oz)";"49";"1";"0";"12";"7";"0";"3";"24";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Syrups, Sugar Free (Mrs Butterworth's)";"1.0000";"serving, 1/4 cup (2.0 fl.oz)";"35";"0";"0";"12";"12";"0";"0";"0";"100";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Fresh Blackberries";".5000";"cup (5.1 oz)";"31";"1";"0";"7";"4";"0";"4";"21";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Breakfast";"07:00:00";"Skim Milk";"12.0000";"fl.oz (1.1 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Morning Snack";"10:00:00";"Banana";"1.0000";"large, 8" to 8-7/8" long (4.8 oz)";"121";"1";"0";"31";"17";"0";"4";"7";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Morning Snack";"10:00:00";"Almonds, raw";"1.0000";"serving, 23 whole kernels (1.0 oz)";"164";"6";"14";"6";"1";"0";"3";"70";"0";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Pizza Sauce";"1.0000";"serving, 1/2 pouch (2.5 oz)";"50";"2";"0";"11";"4";"0";"1";"0";"360";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Pizza Crust, 8" Mini (Boboli)";"2.0000";"serving, 1/2 crust (2.5 oz)";"400";"14";"10";"64";"2";"0";"2";"200";"820";"4"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Onions, all types, raw/cooked";"1.0000";"tablespoon, chopped (0.4 oz)";"4";"0";"0";"1";"0";"0";"0";"2";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Peppers, bell or sweet, raw";"2.0000";"tablespoon (0.3 oz)";"5";"0";"0";"1";"1";"0";"0";"1";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Pineapple, fresh";"1.0000";"cup, diced (5.5 oz)";"74";"1";"0";"20";"14";"0";"2";"20";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Mozzarella Cheese, part skim milk";"1.0000";"serving (1.0 oz)";"72";"7";"5";"1";"0";"18";"0";"222";"175";"3"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Romaine Lettuce";"3.0000";"cup, shredded (1.7 oz)";"24";"2";"0";"5";"2";"0";"3";"47";"11";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Italian Dressing, Fat-Free";"2.0000";"tablespoon (0.5 oz)";"13";"0";"0";"2";"2";"1";"0";"1";"316";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Lunch";"13:00:00";"Chicken Breast, meat only, grilled/roasted/baked";"1.0000";"cup, chopped or diced (4.9 oz)";"231";"43";"5";"0";"0";"119";"0";"21";"104";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Afternoon Snack";"17:00:00";"Low-Fat Yogurt, Fruit Flavored";"1.0000";"container (6.0 oz)";"173";"7";"2";"32";"32";"7";"0";"258";"99";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Afternoon Snack";"17:00:00";"Granola Bar, plain";"2.0000";"bar (0.9 oz)";"236";"5";"10";"32";"0";"0";"3";"31";"147";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Broccoli, cooked";"1.0000";"serving, 1/2 cup, chopped (2.8 oz)";"27";"2";"0";"6";"1";"0";"3";"31";"32";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Skim Milk";"12.0000";"fl.oz (1.1 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Fruit Juices: Lemon, fresh";"2.0000";"wedge yields (0.2 fl.oz)";"3";"0";"0";"1";"0";"0";"0";"1";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Sweet Potato, baked in skin";"1.0000";"medium, 2" dia, 5" long (4.0 oz)";"103";"2";"0";"24";"10";"0";"4";"43";"41";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Wild Rice, cooked";"3.0000";"serving, 1/2 cup (2.9 oz)";"248";"10";"1";"52";"2";"0";"4";"7";"7";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Fresh Grapes";"1.0000";"cup (3.2 oz)";"62";"1";"0";"16";"15";"0";"1";"13";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3000";"Dinner";"19:00:00";"Halibut, cooked";"5.0000";"oz";"198";"38";"4";"0";"0";"58";"0";"85";"98";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Breakfast";"07:00:00";"Scrambled Eggs";"2.0000";"meal";"394";"27";"30";"3";"3";"852";"0";"0";"292";"8"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Breakfast";"07:00:00";"Whipped Butter";"1.0000";"tablespoon (0.3 oz)";"67";"0";"8";"0";"0";"21";"0";"2";"78";"5"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Breakfast";"07:00:00";"12 Grain Bread (Orowheat)";"2.0000";"slice (1.3 oz)";"220";"8";"3";"40";"8";"0";"2";"80";"380";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Breakfast";"07:00:00";"Strawberry Jelly";"1.0000";"tablespoon (0.7 oz)";"50";"0";"0";"13";"12";"0";"0";"0";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Breakfast";"07:00:00";"Orange Juice ";"2.0000";"cup (8.1 fl.oz)";"220";"4";"0";"52";"44";"0";"0";"700";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Morning Snack";"10:00:00";"Low-Fat Yogurt, Fruit Flavored";"1.0000";"container (6.0 oz)";"173";"7";"2";"32";"32";"7";"0";"258";"99";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Morning Snack";"10:00:00";"Apple";"1.0000";"medium, 2-3/4" dia, approx 3 per lb (4.9 oz)";"72";"0";"0";"19";"14";"0";"3";"8";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Minestrone Soup, canned";"2.0000";"cup (8.5 oz)";"254";"10";"6";"41";"10";"10";"12";"120";"1728";"3"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Tuna, light, in water, drained ";"1.0000";"cup, solid or chunks (5.4 oz)";"179";"39";"1";"0";"0";"46";"0";"17";"521";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Tomato, fresh";"3.0000";"slice, thin/small (0.5 oz)";"8";"0";"0";"2";"1";"0";"1";"5";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Whole Wheat Pita Bread (Khoubiz)";"1.0000";"extra large, 9" dia (4.0 oz)";"302";"11";"3";"62";"1";"0";"8";"17";"604";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Romaine Lettuce";"3.0000";"leaf, inner (0.2 oz)";"3";"0";"0";"1";"0";"0";"0";"6";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Mayonnaise: Reduced-Fat Light";"2.0000";"tablespoon (0.5 oz)";"97";"0";"10";"2";"1";"11";"0";"2";"202";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Cantaloupe Melon";".5000";"cup, cubes (5.6 oz)";"27";"1";"0";"7";"6";"0";"1";"7";"13";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Lunch";"13:00:00";"Pineapple, fresh";"1.0000";"cup, diced (5.5 oz)";"74";"1";"0";"20";"14";"0";"2";"20";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Afternoon Snack";"17:00:00";"Banana";"1.0000";"large, 8" to 8-7/8" long (4.8 oz)";"121";"1";"0";"31";"17";"0";"4";"7";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Dinner";"19:00:00";"Skim Milk";"2.0000";"cup (8.6 oz)";"181";"17";"1";"25";"25";"10";"0";"632";"260";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Dinner";"19:00:00";"Whole Wheat Pasta, cooked";"2.0000";"cup, spaghetti (5.0 oz)";"352";"15";"2";"75";"2";"0";"8";"43";"9";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Dinner";"19:00:00";"Ground Beef: 95% Extra Lean, broiled";"5.0000";"oz";"242";"37";"9";"0";"0";"108";"0";"10";"92";"4"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Dinner";"19:00:00";"Marinara/Spaghetti Sauce, Ready-to-Serve";"2.0000";"serving, 1/2 cup (4.4 oz)";"185";"5";"6";"28";"22";"0";"1";"68";"1203";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3250";"Dinner";"19:00:00";"Parmesean Cheese, Grated";"2.0000";"teaspoon (0.2 oz)";"40";"4";"3";"0";"0";"10";"0";"120";"170";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Egg (hard-boiled/scrambled/poached)";"2.0000";"large (1.8 oz)";"155";"13";"11";"1";"1";"424";"0";"50";"124";"3"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Spinach, raw";".5000";"cup (1.1 oz)";"3";"0";"0";"1";"0";"0";"0";"15";"12";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"100% Whole Wheat Bread (Orowheat)";"1.0000";"slice (1.3 oz)";"100";"4";"1";"19";"4";"0";"3";"60";"210";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Swiss Cheese";".3300";"cup, shredded (3.8 oz)";"135";"10";"10";"2";"0";"33";"0";"282";"68";"6"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Egg white, cooked";"2.0000";"large (1.2 oz)";"34";"7";"0";"0";"0";"0";"0";"5";"110";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Orange Strawberry Banana Juice (Tropicana)";"1.5000";"cup (8.1 fl.oz)";"195";"3";"0";"45";"39";"0";"0";"0";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Preserves or Jam";".5000";"tablespoon (0.7 oz)";"28";"0";"0";"7";"5";"0";"0";"2";"3";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Breakfast";"07:00:00";"Mushrooms, white, raw";"1.0000";"serving, 1/2 cup, pieces (1.2 oz)";"8";"1";"0";"1";"1";"0";"0";"1";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Morning Snack";"10:00:00";"Whole Wheat Bagel (Thomas)";"1.0000";"bagel (3.7 oz)";"270";"12";"2";"55";"8";"0";"8";"100";"440";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Morning Snack";"10:00:00";"Peanut Butter, Creamy";"1.0000";"serving, 2 tablespoons (1.1 oz)";"190";"7";"17";"7";"3";"0";"2";"0";"150";"4"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Skim Milk";"12.0000";"fl.oz (1.1 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Iceberg Lettuce";"1.0000";"leaf, medium (0.3 oz)";"1";"0";"0";"0";"0";"0";"0";"1";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Chicken Breast, Teriyaki, boneless skinless (Foster Farms)";"5.0000";"oz";"167";"29";"2";"10";"3";"49";"0";"0";"570";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Pineapple, canned in juice";"1.0000";"slice or ring, 3" dia with liquid (1.7 oz)";"28";"0";"0";"7";"7";"0";"0";"7";"0";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Cantaloupe Melon";"1.0000";"cup, cubes (5.6 oz)";"54";"1";"0";"13";"13";"0";"1";"14";"26";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Baked Potato Chips (Lay's)";"1.0000";"serving, 11 crisps (1.0 oz)";"110";"2";"2";"23";"2";"0";"2";"40";"180";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Tomato, fresh";"1.0000";"slice, thin/small (0.5 oz)";"3";"0";"0";"1";"0";"0";"0";"2";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Hamburger Bun, 100% Whole Wheat (Pepperidge Farm)";"1.0000";"bun";"120";"6";"2";"18";"3";"0";"2";"40";"190";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Teriyaki sauce";"1.0000";"tablespoon (0.6 oz)";"15";"1";"0";"3";"2";"0";"0";"5";"690";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Lunch";"13:00:00";"Low-Fat Cheddar Cheese";"1.0000";"slice (1.0 oz)";"48";"7";"2";"1";"0";"6";"0";"116";"171";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Afternoon Snack";"17:00:00";"Strawberries, fresh";".5000";"cup, halves (5.4 oz)";"24";"1";"0";"6";"4";"0";"2";"12";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Afternoon Snack";"17:00:00";"Banana";"1.0000";"medium, 7" to 7-7/8" long (4.2 oz)";"105";"1";"0";"27";"14";"0";"3";"6";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Afternoon Snack";"17:00:00";"Yogurt, Plain, Low-Fat";"1.0000";"container (8.0 oz)";"143";"12";"4";"16";"16";"14";"0";"415";"159";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Roasted Chicken Thigh, meat only, without skin";"2.0000";"thigh, cooked (1.8 oz)";"217";"27";"11";"0";"0";"99";"0";"12";"92";"3"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Wild Rice, cooked";"2.0000";"cup (5.8 oz)";"331";"13";"1";"70";"2";"0";"6";"10";"10";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Classic Mixed Vegetables, boiled or steamed (Birds Eye)";"1.5000";"serving, 2/3 cup (3.0 oz)";"90";"3";"0";"18";"0";"0";"3";"30";"30";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"100% Whole Wheat Dinner Rolls";"1.0000";"roll (1.1 oz)";"70";"3";"1";"13";"3";"0";"2";"0";"150";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Skim Milk";"12.0000";"fl.oz (1.1 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Mixed Fruit in light syrup, drained";"2.0000";"serving (3.5 oz)";"114";"1";"0";"29";"23";"0";"3";"10";"10";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Croutons, Seasoned";".2500";"cup (1.4 oz)";"47";"1";"2";"6";"0";"1";"1";"10";"124";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Whipped Butter";"1.0000";"tablespoon (0.3 oz)";"67";"0";"8";"0";"0";"21";"0";"2";"78";"5"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Salad Dressing: Lively Lemon Tarragon ";"1.0000";"serving, 2 tablespoons (1.0 fl.oz)";"35";"0";"0";"8";"8";"0";"0";"0";"150";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Dinner";"19:00:00";"Tomato, fresh";"6.0000";"cherry (0.6 oz)";"18";"1";"0";"4";"3";"0";"1";"10";"5";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Evening Snack";"21:00:00";"Almonds, raw";".2500";"cup, whole (5.0 oz)";"207";"8";"18";"7";"2";"0";"4";"89";"0";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3500";"Evening Snack";"21:00:00";"Apple";"1.0000";"large, 3-1/4" dia, approx 2 per lb (7.5 oz)";"110";"1";"0";"29";"22";"0";"5";"13";"2";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"Blueberries, fresh";"1.0000";"serving, 50 berries (2.4 oz)";"39";"1";"0";"10";"7";"0";"2";"4";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"Oats/oatmeal, cooked (all types)";"2.0000";"cup (8.3 oz)";"295";"12";"5";"51";"1";"0";"8";"37";"5";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"Skim Milk";"12.0000";"fl.oz (1.1 oz)";"136";"13";"1";"18";"18";"7";"0";"474";"195";"1"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"Pecans";"1.0000";"serving, 20 jumbo halves (1.0 oz)";"196";"3";"20";"4";"1";"0";"3";"20";"0";"2"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"Blueberries, fresh";".5000";"cup (5.1 oz)";"41";"1";"0";"11";"7";"0";"2";"4";"1";"0"
"Standard";"Based on the Dietary Guidelines for Americans, rich in whole grains, fruits, vegetables and lean protein.";"3750";"Breakfast";"07:00:00";"100% Whole Wheat Bread (Orowheat)";"1.0000";"slice (1.3 oz)";"100";"4";"1";"19";"4";"0";"3";"60";"210";"0"
